filename,class_id
01248.png,9
01249.png,27
01250.png,5
01251.png,26
01252.png,7
01253.png,2
01254.png,38
01255.png,4
01256.png,10
01257.png,2
01258.png,20
01259.png,26
01260.png,2
01261.png,1
01262.png,2
01263.png,25
01264.png,2
01265.png,1
01266.png,14
01267.png,25
01268.png,9
01269.png,12
01270.png,8
01271.png,12
01272.png,25
01273.png,10
01274.png,28
01275.png,21
01276.png,31
01277.png,40
01278.png,12
01279.png,2
01280.png,25
01281.png,3
01282.png,25
01283.png,8
01284.png,10
01285.png,4
01286.png,1
01287.png,42
01288.png,13
01289.png,7
01290.png,8
01291.png,8
01292.png,31
01293.png,9
01294.png,22
01295.png,1
01296.png,5
01297.png,4
01298.png,35
01299.png,2
01300.png,4
01301.png,9
01302.png,31
01303.png,11
01304.png,36
01305.png,13
01306.png,2
01307.png,3
01308.png,12
01309.png,8
01310.png,17
01311.png,28
01312.png,5
01313.png,13
01314.png,1
01315.png,16
01316.png,38
01317.png,38
01318.png,1
01319.png,25
01320.png,12
01321.png,12
01322.png,3
01323.png,25
01324.png,3
01325.png,2
01326.png,33
01327.png,38
01328.png,5
01329.png,39
01330.png,18
01331.png,10
01332.png,8
01333.png,17
01334.png,35
01335.png,13
01336.png,7
01337.png,7
01338.png,36
01339.png,8
01340.png,9
01341.png,30
01342.png,8
01343.png,10
01344.png,17
01345.png,26
01346.png,15
01347.png,3
01348.png,3
01349.png,40
01350.png,30
01351.png,10
01352.png,35
01353.png,10
01354.png,1
01355.png,3
01356.png,1
01357.png,38
01358.png,21
01359.png,10
01360.png,42
01361.png,25
01362.png,14
01363.png,12
01364.png,17
01365.png,33
01366.png,36
01367.png,2
01368.png,17
01369.png,17
01370.png,11
01371.png,7
01372.png,1
01373.png,9
01374.png,2
01375.png,8
01376.png,4
01377.png,4
01378.png,11
01379.png,19
01380.png,4
01381.png,11
01382.png,10
01383.png,35
01384.png,18
01385.png,31
01386.png,1
01387.png,4
01388.png,8
01389.png,1
01390.png,22
01391.png,38
01392.png,32
01393.png,42
01394.png,7
01395.png,14
01396.png,1
01397.png,5
01398.png,8
01399.png,5
01400.png,34
01401.png,10
01402.png,18
01403.png,17
01404.png,2
01405.png,8
01406.png,38
01407.png,13
01408.png,13
01409.png,13
01410.png,35
01411.png,38
01412.png,10
01413.png,7
01414.png,13
01415.png,8
01416.png,38
01417.png,13
01418.png,22
01419.png,1
01420.png,1
01421.png,4
01422.png,1
01423.png,1
01424.png,12
01425.png,25
01426.png,36
01427.png,2
01428.png,19
01429.png,2
01430.png,9
01431.png,7
01432.png,36
01433.png,42
01434.png,2
01435.png,21
01436.png,26
01437.png,42
01438.png,18
01439.png,38
01440.png,4
01441.png,4
01442.png,24
01443.png,4
01444.png,6
01445.png,13
01446.png,25
01447.png,20
01448.png,7
01449.png,25
01450.png,9
01451.png,2
01452.png,4
01453.png,38
01454.png,10
01455.png,5
01456.png,12
01457.png,4
01458.png,5
01459.png,20
01460.png,8
01461.png,31
01462.png,13
01463.png,5
01464.png,2
01465.png,25
01466.png,4
01467.png,5
01468.png,9
01469.png,25
01470.png,12
01471.png,13
01472.png,3
01473.png,2
01474.png,3
01475.png,38
01476.png,17
01477.png,24
01478.png,4
01479.png,13
01480.png,38
01481.png,35
01482.png,9
01483.png,7
01484.png,31
01485.png,35
01486.png,20
01487.png,5
01488.png,10
01489.png,21
01490.png,5
01491.png,38
01492.png,1
01493.png,16
01494.png,26
01495.png,25
01496.png,4
01497.png,24
01498.png,1
01499.png,22
01500.png,38
01501.png,9
01502.png,2
01503.png,25
01504.png,7
01505.png,19
01506.png,2
01507.png,4
01508.png,10
01509.png,8
01510.png,6
01511.png,18
01512.png,1
01513.png,11
01514.png,6
01515.png,26
01516.png,38
01517.png,4
01518.png,5
01519.png,25
01520.png,2
01521.png,14
01522.png,22
01523.png,7
01524.png,11
01525.png,24
01526.png,13
01527.png,28
01528.png,30
01529.png,7
01530.png,7
01531.png,2
01532.png,26
01533.png,25
01534.png,5
01535.png,31
01536.png,5
01537.png,38
01538.png,10
01539.png,18
01540.png,1
01541.png,10
01542.png,22
01543.png,3
01544.png,16
01545.png,34
01546.png,33
01547.png,31
01548.png,38
01549.png,9
01550.png,9
01551.png,17
01552.png,2
01553.png,3
01554.png,26
01555.png,24
01556.png,31
01557.png,11
01558.png,25
01559.png,8
01560.png,25
01561.png,2
01562.png,35
01563.png,8
01564.png,25
01565.png,17
01566.png,38
01567.png,14
01568.png,38
01569.png,25
01570.png,3
01571.png,29
01572.png,25
01573.png,22
01574.png,3
01575.png,18
01576.png,13
01577.png,2
01578.png,7
01579.png,18
01580.png,2
01581.png,21
01582.png,3
01583.png,13
01584.png,8
01585.png,12
01586.png,5
01587.png,17
01588.png,5
01589.png,18
01590.png,2
01591.png,12
01592.png,2
01593.png,26
01594.png,38
01595.png,3
01596.png,18
01597.png,2
01598.png,14
01599.png,18
01600.png,13
01601.png,28
01602.png,4
01603.png,4
01604.png,9
01605.png,14
01606.png,2
01607.png,1
01608.png,38
01609.png,18
01610.png,2
01611.png,15
01612.png,5
01613.png,31
01614.png,5
01615.png,2
01616.png,36
01617.png,2
01618.png,8
01619.png,2
01620.png,35
01621.png,5
01622.png,12
01623.png,22
01624.png,39
01625.png,8
01626.png,30
01627.png,2
01628.png,13
01629.png,11
01630.png,12
01631.png,28
01632.png,11
01633.png,25
01634.png,4
01635.png,10
01636.png,14
01637.png,13
01638.png,25
01639.png,23
01640.png,8
01641.png,3
01642.png,32
01643.png,3
01644.png,12
01645.png,26
01646.png,35
01647.png,9
01648.png,7
01649.png,2
01650.png,2
01651.png,4
01652.png,4
01653.png,1
01654.png,11
01655.png,7
01656.png,14
01657.png,10
01658.png,1
01659.png,5
01660.png,25
01661.png,6
01662.png,5
01663.png,7
01664.png,35
01665.png,2
01666.png,6
01667.png,31
01668.png,15
01669.png,15
01670.png,4
01671.png,12
01672.png,1
01673.png,14
01674.png,5
01675.png,17
01676.png,3
01677.png,36
01678.png,4
01679.png,17
01680.png,15
01681.png,12
01682.png,10
01683.png,22
01684.png,34
01685.png,8
01686.png,25
01687.png,4
01688.png,36
01689.png,33
01690.png,25
01691.png,12
01692.png,8
01693.png,13
01694.png,14
01695.png,9
01696.png,2
01697.png,10
01698.png,17
01699.png,13
01700.png,10
01701.png,8
01702.png,31
01703.png,20
01704.png,17
01705.png,4
01706.png,33
01707.png,2
01708.png,26
01709.png,31
01710.png,2
01711.png,34
01712.png,7
01713.png,10
01714.png,28
01715.png,23
01716.png,5
01717.png,28
01718.png,14
01719.png,6
01720.png,6
01721.png,1
01722.png,12
01723.png,3
01724.png,2
01725.png,4
01726.png,2
01727.png,1
01728.png,25
01729.png,17
01730.png,20
01731.png,2
01732.png,2
01733.png,4
01734.png,38
01735.png,38
01736.png,24
01737.png,5
01738.png,42
01739.png,1
01740.png,17
01741.png,1
01742.png,31
01743.png,35
01744.png,24
01745.png,3
01746.png,12
01747.png,2
01748.png,7
01749.png,1
01750.png,7
01751.png,1
01752.png,16
01753.png,12
01754.png,10
01755.png,16
01756.png,16
01757.png,35
01758.png,10
01759.png,10
01760.png,38
01761.png,2
01762.png,38
01763.png,11
01764.png,1
01765.png,8
01766.png,31
01767.png,35
01768.png,1
01769.png,7
01770.png,1
01771.png,25
01772.png,12
01773.png,18
01774.png,2
01775.png,25
01776.png,7
01777.png,5
01778.png,25
01779.png,15
01780.png,7
01781.png,4
01782.png,18
01783.png,1
01784.png,22
01785.png,5
01786.png,9
01787.png,18
01788.png,38
01789.png,10
01790.png,38
01791.png,10
01792.png,14
01793.png,11
01794.png,7
01795.png,3
01796.png,12
01797.png,26
01798.png,38
01799.png,39
01800.png,5
01801.png,10
01802.png,5
01803.png,1
01804.png,11
01805.png,39
01806.png,5
01807.png,5
01808.png,7
01809.png,7
01810.png,1
01811.png,31
01812.png,8
01813.png,5
01814.png,1
01815.png,34
01816.png,38
01817.png,38
01818.png,1
01819.png,40
01820.png,35
01821.png,11
01822.png,10
01823.png,2
01824.png,20
01825.png,25
01826.png,8
01827.png,2
01828.png,1
01829.png,10
01830.png,5
01831.png,4
01832.png,9
01833.png,12
01834.png,5
01835.png,2
01836.png,31
01837.png,2
01838.png,7
01839.png,13
01840.png,16
01841.png,38
01842.png,38
01843.png,38
01844.png,5
01845.png,38
01846.png,25
01847.png,1
01848.png,12
01849.png,10
01850.png,3
01851.png,14
01852.png,14
01853.png,8
01854.png,12
01855.png,10
01856.png,28
01857.png,12
01858.png,4
01859.png,1
01860.png,8
01861.png,4
01862.png,18
01863.png,16
01864.png,38
01865.png,1
01866.png,5
01867.png,13
01868.png,20
01869.png,11
01870.png,1
01871.png,35
01872.png,8
01873.png,1
01874.png,12
01875.png,8
01876.png,22
01877.png,10
01878.png,5
01879.png,38
01880.png,9
01881.png,24
01882.png,1
01883.png,9
01884.png,25
01885.png,13
01886.png,5
01887.png,1
01888.png,8
01889.png,9
01890.png,8
01891.png,5
01892.png,39
01893.png,7
01894.png,14
01895.png,23
01896.png,23
01897.png,3
01898.png,15
01899.png,28
01900.png,5
01901.png,10
01902.png,4
01903.png,10
01904.png,36
01905.png,8
01906.png,12
01907.png,8
01908.png,15
01909.png,18
01910.png,3
01911.png,38
01912.png,18
01913.png,9
01914.png,16
01915.png,18
01916.png,11
01917.png,22
01918.png,8
01919.png,2
01920.png,7
01921.png,4
01922.png,13
01923.png,8
01924.png,38
01925.png,13
01926.png,18
01927.png,24
01928.png,9
01929.png,9
01930.png,18
01931.png,5
01932.png,12
01933.png,3
01934.png,9
01935.png,2
01936.png,9
01937.png,31
01938.png,15
01939.png,10
01940.png,14
01941.png,4
01942.png,11
01943.png,8
01944.png,19
01945.png,11
01946.png,1
01947.png,25
01948.png,13
01949.png,2
01950.png,35
01951.png,5
01952.png,12
01953.png,3
01954.png,3
01955.png,9
01956.png,2
01957.png,33
01958.png,10
01959.png,13
01960.png,24
01961.png,15
01962.png,2
01963.png,3
01964.png,35
01965.png,2
01966.png,11
01967.png,25
01968.png,38
01969.png,33
01970.png,8
01971.png,11
01972.png,18
01973.png,1
01974.png,11
01975.png,1
01976.png,24
01977.png,1
01978.png,2
01979.png,17
01980.png,0
01981.png,12
01982.png,10
01983.png,2
01984.png,19
01985.png,18
01986.png,7
01987.png,3
01988.png,36
01989.png,7
01990.png,12
01991.png,35
01992.png,12
01993.png,38
01994.png,35
01995.png,13
01996.png,1
01997.png,5
